#group,false,false,false,true,false,false,false
#datatype,string,long,dateTime:RFC3339,string,long,double,string
#default,_result,,,,,,
,result,table,_time,condition,serial_number,temperature,timestamp
,,0,2025-05-06T02:52:52.220922Z,living room,283,24.79,00:23:36
,,0,2025-05-06T02:52:57.220109Z,living room,284,24.73,00:23:41
,,0,2025-05-06T02:53:02.219642Z,living room,285,24.79,00:23:46
,,0,2025-05-06T02:53:07.250224Z,living room,286,24.73,00:23:51
,,0,2025-05-06T02:53:12.221434Z,living room,287,24.79,00:23:56
,,0,2025-05-06T02:53:17.239276Z,living room,288,24.75,00:24:01
,,0,2025-05-06T02:53:22.222413Z,living room,289,24.75,00:24:06
,,0,2025-05-06T02:53:27.220484Z,living room,290,24.75,00:24:11
,,0,2025-05-06T02:53:32.22518Z,living room,291,24.73,00:24:16
,,0,2025-05-06T02:53:37.231112Z,living room,292,24.75,00:24:21
,,0,2025-05-06T02:53:42.224819Z,living room,293,24.73,00:24:26
,,0,2025-05-06T02:53:47.226963Z,living room,294,24.73,00:24:31
,,0,2025-05-06T02:53:52.220859Z,living room,295,24.75,00:24:36
,,0,2025-05-06T02:53:57.220752Z,living room,296,24.73,00:24:41
,,0,2025-05-06T02:54:02.2246Z,living room,297,24.75,00:24:46
,,0,2025-05-06T02:54:07.225312Z,living room,298,24.79,00:24:51
,,0,2025-05-06T02:54:12.224552Z,living room,299,24.79,00:24:56
,,0,2025-05-06T02:54:17.225224Z,living room,300,24.81,00:25:01
,,0,2025-05-06T02:54:22.225095Z,living room,301,24.81,00:25:06
,,0,2025-05-06T02:54:27.220282Z,living room,302,24.83,00:25:11
,,0,2025-05-06T02:54:32.220228Z,living room,303,24.83,00:25:16
,,0,2025-05-06T02:54:37.22071Z,living room,304,24.83,00:25:21
,,0,2025-05-06T02:54:42.225072Z,living room,305,24.83,00:25:26
,,0,2025-05-06T02:54:47.225655Z,living room,306,24.83,00:25:31
,,0,2025-05-06T02:54:52.226618Z,living room,307,24.83,00:25:36
,,0,2025-05-06T02:54:57.219727Z,living room,308,24.85,00:25:41
,,0,2025-05-06T02:55:02.221779Z,living room,309,24.87,00:25:46
,,0,2025-05-06T02:55:07.224304Z,living room,310,24.85,00:25:51
,,0,2025-05-06T02:55:12.230234Z,living room,311,24.85,00:25:56
,,0,2025-05-06T02:55:17.22983Z,living room,312,24.85,00:26:01
,,0,2025-05-06T02:55:22.229627Z,living room,313,24.85,00:26:06
,,0,2025-05-06T02:55:27.23241Z,living room,314,24.87,00:26:11
,,0,2025-05-06T02:55:32.233232Z,living room,315,24.87,00:26:16
,,0,2025-05-06T02:55:37.224514Z,living room,316,24.89,00:26:21
,,0,2025-05-06T02:55:42.229839Z,living room,317,24.87,00:26:26
,,0,2025-05-06T02:55:47.224686Z,living room,318,24.87,00:26:31
,,0,2025-05-06T02:55:52.223766Z,living room,319,24.89,00:26:36
,,0,2025-05-06T02:55:57.223704Z,living room,320,24.89,00:26:41
,,0,2025-05-06T02:56:02.224132Z,living room,321,24.91,00:26:46
,,0,2025-05-06T02:56:07.223633Z,living room,322,24.91,00:26:51
,,0,2025-05-06T02:56:12.223685Z,living room,323,24.89,00:26:56
,,0,2025-05-06T02:56:17.23031Z,living room,324,24.91,00:27:01
,,0,2025-05-06T02:56:22.230196Z,living room,325,24.93,00:27:06
,,0,2025-05-06T02:56:27.233923Z,living room,326,24.93,00:27:11
,,0,2025-05-06T02:56:32.224329Z,living room,327,24.93,00:27:16
,,0,2025-05-06T02:56:37.229918Z,living room,328,24.91,00:27:21
,,0,2025-05-06T02:56:42.230004Z,living room,329,24.89,00:27:26
,,0,2025-05-06T02:56:47.234483Z,living room,330,24.91,00:27:31
,,0,2025-05-06T02:56:52.224676Z,living room,331,24.93,00:27:36
,,0,2025-05-06T02:56:57.229634Z,living room,332,24.87,00:27:41
,,0,2025-05-06T02:57:02.229375Z,living room,333,24.91,00:27:46
,,0,2025-05-06T02:57:07.225818Z,living room,334,24.93,00:27:51
,,0,2025-05-06T02:57:12.226613Z,living room,335,24.95,00:27:56
,,0,2025-05-06T02:57:17.219373Z,living room,336,24.95,00:28:01
,,0,2025-05-06T02:57:22.215597Z,living room,337,24.95,00:28:06
,,0,2025-05-06T02:57:27.223105Z,living room,338,24.97,00:28:11
,,0,2025-05-06T02:57:32.234107Z,living room,339,24.97,00:28:16
,,0,2025-05-06T02:57:37.224255Z,living room,340,25.01,00:28:21
,,0,2025-05-06T02:57:42.216397Z,living room,341,25.01,00:28:26
,,0,2025-05-06T02:57:47.223717Z,living room,342,25.01,00:28:31
,,0,2025-05-06T02:57:52.233307Z,living room,343,25.01,00:28:36
,,0,2025-05-06T02:57:57.234541Z,living room,344,25.03,00:28:41
,,0,2025-05-06T02:58:02.222718Z,living room,345,25.01,00:28:46
,,0,2025-05-06T02:58:07.22326Z,living room,346,24.97,00:28:51
,,0,2025-05-06T02:58:12.227983Z,living room,347,25.07,00:28:56
,,0,2025-05-06T02:58:17.233132Z,living room,348,25.03,00:29:01
,,0,2025-05-06T02:58:22.214156Z,living room,349,25.03,00:29:06
,,0,2025-05-06T02:58:27.233755Z,living room,350,25.03,00:29:11
,,0,2025-05-06T02:58:32.222841Z,living room,351,25.03,00:29:16
,,0,2025-05-06T02:58:37.234296Z,living room,352,25.05,00:29:21
,,0,2025-05-06T02:58:42.222676Z,living room,353,25.03,00:29:26
,,0,2025-05-06T02:58:47.222683Z,living room,354,25.07,00:29:31
,,0,2025-05-06T02:58:52.221451Z,living room,355,25.07,00:29:36
,,0,2025-05-06T02:58:57.230301Z,living room,356,25.07,00:29:41
,,0,2025-05-06T02:59:02.2228Z,living room,357,25.07,00:29:46
,,0,2025-05-06T02:59:07.226637Z,living room,358,25.03,00:29:51
,,0,2025-05-06T02:59:12.221728Z,living room,359,25.07,00:29:56
,,0,2025-05-06T02:59:17.236918Z,living room,360,25.03,00:30:01

